Route_name,Route_link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Rubi Paribahan  ,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,12h 30m,07:30,4.2,1499,8 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:30,13h 15m,07:45,3.5,INR 850,40 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Modern Travels,Bharat Benz A/C Sleeper (2+1),19:30,12h 25m,07:55,3.5,1175,25 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),15:45,14h 30m,06:15,3.8,INR 600,12 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),16:45,14h 15m,07:00,2.0,INR 750,38 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Maulik Paribahan,A/C Seater / Sleeper (2+2),18:30,13h 15m,07:45,2.9,INR 1199,50 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Prarthana Bus Service,A/C Seater / Sleeper (2+1),18:00,13h 00m,07:00,2.9,INR 800,45 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,13h 00m,07:30,2.5,1166,48 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Maa Durga Bus Service,NON AC Seater / Sleeper 2+1,19:00,14h 00m,09:00,1.8,INR 600,15 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Renuka Travels,A/C Seater / Sleeper (2+2),20:00,13h 00m,09:00,2.3,INR 1600,65 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Shantanu Travels,NON A/C Seater / Sleeper (2+2),17:00,15h 00m,08:00,2.6,INR 600,37 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Sanghita Bus Service (Shantanu),A/C Seater / Sleeper (2+2),18:00,15h 00m,09:00,1.6,INR 1400,59 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Annesha Travels,NON A/C Seater / Sleeper (2+2),17:30,13h 30m,07:00,,INR 600,32 Seats available
Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,Joy chandi bus service,NON A/C Seater / Sleeper (2+2),13:35,15h 25m,05:00,,INR 550,68 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,NBSTC-RAI-KOL-R1-19:30 - 156414,NON A/C Seater Push Back (2+2),20:30,10h 00m,06:30,4.0,INR 341,28 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:15,08h 55m,07:10,4.6,999,19 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Lokenath Bus Service,Volvo A/C Seater (2+2),20:50,09h 40m,06:30,4.3,760,39 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),22:45,08h 00m,06:45,4.3,INR 849,39 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Lokenath Bus Service,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:30,08h 15m,07:45,4.7,INR 1050,32 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),21:20,09h 15m,06:35,3.3,793,34 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Modern Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,08h 20m,07:30,3.7,INR 850,37 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:00,09h 05m,08:05,5.0,INR 1000,34 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,08h 55m,07:25,4.7,INR 1500,14 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:45,08h 20m,06:05,3.4,INR 900,23 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),23:10,08h 50m,08:00,4.4,INR 1299,53 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Poulami Paribahan,Volvo Multi-Axle A/C seater/sleeper (2+1),22:45,08h 45m,07:30,3.4,INR 900,38 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Modern Travels,Bharat Benz A/C Sleeper (2+1),23:20,08h 10m,07:30,3.7,INR 1250,25 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),08:15,21h 30m,05:45,3.0,INR 600,10 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Lokenath (Maa Tara),NON A/C Seater / Sleeper (2+2),19:45,11h 15m,07:00,3.0,INR 500,12 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Maa Durga Bus Service,Non AC Seater (2+2),23:00,09h 00m,08:00,2.6,INR 600,14 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),19:15,11h 15m,06:30,2.4,INR 700,33 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Maulik Paribahan,A/C Seater / Sleeper (2+2),22:15,07h 45m,06:00,2.1,INR 1000,50 Seats available
Raiganj to Kolkata,https://www.redbus.in/bus-tickets/raiganj-to-kolkata,Prarthana Bus Service,A/C Seater / Sleeper (2+1),23:00,08h 00m,07:00,,INR 900,45 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,NORTH BENGAL STATE TRANSPORT CORPORATION - 171781,Non AC Seater (2+3),15:00,10h 30m,01:30,3.5,INR 315,47 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,NBSTC-KOL-COB-R1-17:00 - 156429,Non AC Seater 2+2,17:00,07h 30m,00:30,2.5,INR 341,28 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,NBSTC-KOL-SLG-R1-18:00 - 156411,NON A/C Seater Push Back (2+2),18:00,09h 00m,03:00,3.0,INR 341,23 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,NBSTC-KOL-RAI-R1-20:30 - 156416,NON A/C Seater Push Back (2+2),20:45,10h 00m,06:45,3.7,INR 341,30 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,10h 50m,05:20,4.9,1049,22 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),18:30,09h 20m,03:50,4.5,INR 1200,52 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:30,10h 30m,06:00,4.1,849,47 Seats available
Kolkata to Raiganj,https://www.redbus.in/bus-tickets/kolkata-to-raiganj,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,10h 50m,04:50,4.8,INR 1500,12 Seats available
